25210.0, {'247379907': 16.0, '252017285': 21.0, '256201389': 0, '26110729': 33.0, '280120513': 9.0, '32319828': 0, '62426694': 32.0, 'cluster_1098574052_1098574061_247379905': 2697.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
27020.0, {'247379907': -104.0, '252017285': -50.0, '256201389': 0, '26110729': -60.0, '280120513': 1.0, '32319828': -23.0, '62426694': 39.0, 'cluster_1098574052_1098574061_247379905': -16.0}, {'247379907': 4, '252017285': 6, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 11, '252017285': 6, '256201389': 0, '26110729': 6, '280120513': 0, '32319828': 3, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
27030.0, {'247379907': -9.0, '252017285': -75.0, '256201389': 0, '26110729': -32.0, '280120513': -14.0, '32319828': -30.0, '62426694': -13.0, 'cluster_1098574052_1098574061_247379905': 12.0}, {'247379907': 5, '252017285': 7, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 2, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 10, '252017285': 9, '256201389': 0, '26110729': 5, '280120513': 2, '32319828': 3, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 3}, 
27040.0, {'247379907': -100.0, '252017285': -27.0, '256201389': 0, '26110729': -50.0, '280120513': -4.0, '32319828': 56.0, '62426694': 29.0, 'cluster_1098574052_1098574061_247379905': -38.0}, {'247379907': 5, '252017285': 7, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 10, '252017285': 7, '256201389': 0, '26110729': 5, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 5}, 
27050.0, {'247379907': -101.0, '252017285': 104.0, '256201389': 0, '26110729': 166.0, '280120513': 18.0, '32319828': 0, '62426694': 10.0, 'cluster_1098574052_1098574061_247379905': -50.0}, {'247379907': 6, '252017285': 2, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 11, '252017285': 3, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, 
27060.0, {'247379907': 295.0, '252017285': 47.0, '256201389': 0, '26110729': 0, '280120513': -17.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -55.0}, {'247379907': 3, '252017285': 2, '256201389': 0, '26110729': 0, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 4, '252017285': 3, '256201389': 0, '26110729': 0, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
27070.0, {'247379907': -52.0, '252017285': -32.0, '256201389': 0, '26110729': -4.0, '280120513': -34.0, '32319828': 0, '62426694': -15.0, 'cluster_1098574052_1098574061_247379905': 83.0}, {'247379907': 3, '252017285': 2, '256201389': 0, '26110729': 1, '280120513': 4, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 6, '252017285': 4, '256201389': 0, '26110729': 1, '280120513': 4, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 3}, 
27080.0, {'247379907': -60.0, '252017285': 48.0, '256201389': 0, '26110729': 3.0, '280120513': -40.0, '32319828': 0, '62426694': -4.0, 'cluster_1098574052_1098574061_247379905': -30.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, 
27090.0, {'247379907': 244.0, '252017285': -9.0, '256201389': 0, '26110729': -10.0, '280120513': 66.0, '32319828': 0, '62426694': -26.0, 'cluster_1098574052_1098574061_247379905': 113.0}, {'247379907': 0, '252017285': 3, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 3, '256201389': 0, '26110729': 1, '280120513': 2, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 0}, 
27100.0, {'247379907': 0, '252017285': -30.0, '256201389': 0, '26110729': -18.0, '280120513': 14.0, '32319828': 0, '62426694': -61.0, 'cluster_1098574052_1098574061_247379905': -13.0}, {'247379907': 0, '252017285': 3, '256201389': 0, '26110729': 2, '280120513': 1, '32319828': 0, '62426694': 6, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 0, '252017285': 3, '256201389': 0, '26110729': 2, '280120513': 1, '32319828': 0, '62426694': 8, 'cluster_1098574052_1098574061_247379905': 3}, 
27110.0, {'247379907': 0, '252017285': 28.0, '256201389': 0, '26110729': -20.0, '280120513': -11.0, '32319828': 0, '62426694': 8.0, 'cluster_1098574052_1098574061_247379905': -52.0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 2, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 2, '280120513': 2, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 7}, 
27120.0, {'247379907': -6.0, '252017285': -20.0, '256201389': 0, '26110729': -20.0, '280120513': -29.0, '32319828': 0, '62426694': -44.0, 'cluster_1098574052_1098574061_247379905': -76.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 2, '280120513': 4, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 2, '280120513': 4, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 8}, 
27130.0, {'247379907': -39.0, '252017285': 31.0, '256201389': 0, '26110729': 58.0, '280120513': -40.0, '32319828': 0, '62426694': -61.0, 'cluster_1098574052_1098574061_247379905': 11.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 4, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 4, '32319828': 0, '62426694': 7, 'cluster_1098574052_1098574061_247379905': 7}, 
27140.0, {'247379907': 34.0, '252017285': 0, '256201389': 0, '26110729': 11.0, '280120513': 69.0, '32319828': 0, '62426694': 59.0, 'cluster_1098574052_1098574061_247379905': -56.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 1, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 1, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 6}, 
27150.0, {'247379907': -34.0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 22.0, '32319828': 0, '62426694': 92.0, 'cluster_1098574052_1098574061_247379905': -85.0}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 11}, 
27160.0, {'247379907': -92.0, '252017285': 0, '256201389': 0, '26110729': -30.0, '280120513': 0, '32319828': 0, '62426694': -35.0, 'cluster_1098574052_1098574061_247379905': 35.0}, {'247379907': 9, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 11, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 12}, 
27170.0, {'247379907': -126.0, '252017285': -5.0, '256201389': 0, '26110729': -45.0, '280120513': 0, '32319828': 0, '62426694': 51.0, 'cluster_1098574052_1098574061_247379905': -91.0}, {'247379907': 9, '252017285': 1, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 14, '252017285': 1, '256201389': 0, '26110729': 6, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 10}, 
27180.0, {'247379907': 58.0, '252017285': -10.0, '256201389': 0, '26110729': -38.0, '280120513': -14.0, '32319828': 0, '62426694': -27.0, 'cluster_1098574052_1098574061_247379905': -101.0}, {'247379907': 8, '252017285': 1, '256201389': 0, '26110729': 3, '280120513': 3, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 12, '252017285': 1, '256201389': 0, '26110729': 5, '280120513': 3, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 11}, 
27190.0, {'247379907': 122.0, '252017285': 15.0, '256201389': 0, '26110729': -50.0, '280120513': 7.0, '32319828': 0, '62426694': 46.0, 'cluster_1098574052_1098574061_247379905': 95.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 5, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, 
27200.0, {'247379907': 83.0, '252017285': -5.0, '256201389': 0, '26110729': -70.0, '280120513': 1.0, '32319828': 0, '62426694': -16.0, 'cluster_1098574052_1098574061_247379905': -110.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 5, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 10, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 11}, 
27210.0, {'247379907': -4.0, '252017285': 5.0, '256201389': 0, '26110729': 180.0, '280120513': 6.0, '32319828': 0, '62426694': 33.0, 'cluster_1098574052_1098574061_247379905': -110.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, 
27220.0, {'247379907': 4.0, '252017285': 0, '256201389': 0, '26110729': 53.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -133.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, 
27230.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': -43.0, '280120513': -1.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -140.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, 
27240.0, {'247379907': 0, '252017285': -2.0, '256201389': 0, '26110729': -18.0, '280120513': -10.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 149.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 5, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, 
27250.0, {'247379907': 0, '252017285': 2.0, '256201389': 0, '26110729': -50.0, '280120513': -10.0, '32319828': -9.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 363.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 5, '280120513': 1, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
27260.0, {'247379907': -7.0, '252017285': 0, '256201389': 0, '26110729': -54.0, '280120513': -10.0, '32319828': 9.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 19.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 7, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 5}, 
27270.0, {'247379907': -25.0, '252017285': 0, '256201389': 0, '26110729': -51.0, '280120513': 31.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -65.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, 
27280.0, {'247379907': -58.0, '252017285': -4.0, '256201389': 0, '26110729': -80.0, '280120513': -3.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -87.0}, {'247379907': 7, '252017285': 1, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 8, '252017285': 1, '256201389': 0, '26110729': 10, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, 
27290.0, {'247379907': -82.0, '252017285': 4.0, '256201389': 0, '26110729': 190.0, '280120513': -10.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -90.0}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 5, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 9, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, 
27300.0, {'247379907': 21.0, '252017285': 0, '256201389': 0, '26110729': -60.0, '280120513': 13.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 216.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 5, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, 
27310.0, {'247379907': 58.0, '252017285': 0, '256201389': 0, '26110729': 40.0, '280120513': 0, '32319828': 0, '62426694': -8.0, 'cluster_1098574052_1098574061_247379905': -90.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, 
27320.0, {'247379907': 93.0, '252017285': -10.0, '256201389': 0, '26110729': 18.0, '280120513': -9.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -15.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 1, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 4, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, 
27330.0, {'247379907': -4.0, '252017285': -27.0, '256201389': 0, '26110729': -43.0, '280120513': -32.0, '32319828': 0, '62426694': 18.0, 'cluster_1098574052_1098574061_247379905': -60.0}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 2, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 1, '252017285': 4, '256201389': 0, '26110729': 8, '280120513': 4, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
27340.0, {'247379907': -19.0, '252017285': -40.0, '256201389': 0, '26110729': -56.0, '280120513': -40.0, '32319828': 0, '62426694': -6.0, 'cluster_1098574052_1098574061_247379905': 269.0}, {'247379907': 1, '252017285': 3, '256201389': 0, '26110729': 2, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 2, '252017285': 4, '256201389': 0, '26110729': 7, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, 
27350.0, {'247379907': 23.0, '252017285': 67.0, '256201389': 0, '26110729': 189.0, '280120513': -40.0, '32319828': 0, '62426694': -15.0, 'cluster_1098574052_1098574061_247379905': -34.0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 1, '280120513': 4, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 5}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 2, '280120513': 4, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 5}, 
27360.0, {'247379907': -4.0, '252017285': -9.0, '256201389': 0, '26110729': 18.0, '280120513': -40.0, '32319828': 0, '62426694': -20.0, 'cluster_1098574052_1098574061_247379905': -66.0}, {'247379907': 1, '252017285': 4, '256201389': 0, '26110729': 0, '280120513': 4, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 1, '252017285': 5, '256201389': 0, '26110729': 0, '280120513': 4, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 8}, 
27370.0, {'247379907': -20.0, '252017285': 0.0, '256201389': 0, '26110729': 0, '280120513': -40.0, '32319828': 0, '62426694': -24.0, 'cluster_1098574052_1098574061_247379905': -91.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 0, '280120513': 4, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 3, '252017285': 2, '256201389': 0, '26110729': 0, '280120513': 4, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 10}, 
27380.0, {'247379907': 24.0, '252017285': -3.0, '256201389': 0, '26110729': 0, '280120513': 146.0, '32319828': 0, '62426694': 65.0, 'cluster_1098574052_1098574061_247379905': 228.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 0, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 0, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, 
27390.0, {'247379907': 0, '252017285': -10.0, '256201389': 0, '26110729': -8.0, '280120513': -12.0, '32319828': -8.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -64.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 1, '280120513': 2, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, 
27400.0, {'247379907': 0, '252017285': 16.0, '256201389': 0, '26110729': -10.0, '280120513': 40.0, '32319828': -29.0, '62426694': -1.0, 'cluster_1098574052_1098574061_247379905': 74.0}, {'247379907': 0, '252017285': 2, '256201389': 0, '26110729': 1, '280120513': 3, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 0, '252017285': 3, '256201389': 0, '26110729': 1, '280120513': 3, '32319828': 3, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, 
27410.0, {'247379907': 0, '252017285': 16.0, '256201389': 0, '26110729': 18.0, '280120513': -30.0, '32319828': -43.0, '62426694': 1.0, 'cluster_1098574052_1098574061_247379905': 142.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 3, '32319828': 3, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 3, '32319828': 5, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, 
27420.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': -6.0, '280120513': -46.0, '32319828': 65.0, '62426694': -8.0, 'cluster_1098574052_1098574061_247379905': -2.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 5, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 6, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
27430.0, {'247379907': -14.0, '252017285': 0, '256201389': 0, '26110729': -27.0, '280120513': -60.0, '32319828': 15.0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 30.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 5, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 6, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, 
27440.0, {'247379907': 14.0, '252017285': 0, '256201389': 0, '26110729': -61.0, '280120513': 115.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 7, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 0}, 
27450.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': -70.0, '280120513': -20.0, '32319828': 0, '62426694': -11.0, 'cluster_1098574052_1098574061_247379905': -9.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 7, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 2}, 
27460.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': -84.0, '280120513': -20.0, '32319828': 0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': -20.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
27470.0, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 180.0, '280120513': 88.0, '32319828': 0, '62426694': 48.0, 'cluster_1098574052_1098574061_247379905': 29.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
27480.0, {'247379907': -1.0, '252017285': 0, '256201389': 0, '26110729': -1.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
27490.0, {'247379907': -5.0, '252017285': 0, '256201389': 0, '26110729': -27.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -1.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 1}, 
27500.0, {'247379907': 6.0, '252017285': 0, '256201389': -2.0, '26110729': 96.0, '280120513': 0, '32319828': 0, '62426694': -5.0, 'cluster_1098574052_1098574061_247379905': -24.0}, {'247379907': 0, '252017285': 0, '256201389': 1, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 0, '252017285': 0, '256201389': 1, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, 
27510.0, {'247379907': -18.0, '252017285': -2.0, '256201389': -10.0, '26110729': -31.0, '280120513': 0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -9.0}, {'247379907': 2, '252017285': 1, '256201389': 1, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 4, '252017285': 1, '256201389': 1, '26110729': 5, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 2}, 
27520.0, {'247379907': 18.0, '252017285': -5.0, '256201389': 12.0, '26110729': 16.0, '280120513': 0, '32319828': 0, '62426694': 15.0, 'cluster_1098574052_1098574061_247379905': -34.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 1, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 1, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, 
27530.0, {'247379907': -14.0, '252017285': -19.0, '256201389': 0, '26110729': 15.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -60.0}, {'247379907': 1, '252017285': 2, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, 
