25210.0, {'247379907': 622.0, '252017285': 9.0, '256201389': 0, '26110729': 192.0, '280120513': 0, '32319828': 0, '62426694': 34.0, 'cluster_1098574052_1098574061_247379905': 353.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
27020.0, {'247379907': -219.0, '252017285': -12.0, '256201389': 0, '26110729': -263.0, '280120513': -10.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 12, '252017285': 4, '256201389': 0, '26110729': 26, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 24, '252017285': 4, '256201389': 0, '26110729': 29, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
27030.0, {'247379907': -240.0, '252017285': -57.0, '256201389': 0, '26110729': 583.0, '280120513': -30.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -144.0}, {'247379907': 12, '252017285': 6, '256201389': 0, '26110729': 22, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 24, '252017285': 6, '256201389': 0, '26110729': 25, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
27040.0, {'247379907': -240.0, '252017285': -34.0, '256201389': 0, '26110729': -139.0, '280120513': -30.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -158.0}, {'247379907': 12, '252017285': 6, '256201389': 0, '26110729': 22, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 24, '252017285': 6, '256201389': 0, '26110729': 22, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, 
27050.0, {'247379907': -246.0, '252017285': -57.0, '256201389': 0, '26110729': -232.0, '280120513': 68.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -180.0}, {'247379907': 14, '252017285': 6, '256201389': 0, '26110729': 23, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 26, '252017285': 7, '256201389': 0, '26110729': 24, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, 
27060.0, {'247379907': 585.0, '252017285': -70.0, '256201389': 0, '26110729': -240.0, '280120513': -17.0, '32319828': 0, '62426694': -11.0, 'cluster_1098574052_1098574061_247379905': -180.0}, {'247379907': 10, '252017285': 6, '256201389': 0, '26110729': 23, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 20, '252017285': 7, '256201389': 0, '26110729': 24, '280120513': 2, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 18}, 
27070.0, {'247379907': 697.0, '252017285': 11.0, '256201389': 0, '26110729': -244.0, '280120513': 2.0, '32319828': 0, '62426694': 4.0, 'cluster_1098574052_1098574061_247379905': -146.0}, {'247379907': 5, '252017285': 5, '256201389': 0, '26110729': 24, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 10, '252017285': 5, '256201389': 0, '26110729': 26, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 17}, 
27080.0, {'247379907': -16.0, '252017285': 137.0, '256201389': 0, '26110729': -289.0, '280120513': 17.0, '32319828': 0, '62426694': -6.0, 'cluster_1098574052_1098574061_247379905': -86.0}, {'247379907': 5, '252017285': 2, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 9, '252017285': 2, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 15}, 
27090.0, {'247379907': -90.0, '252017285': -20.0, '256201389': 0, '26110729': -386.0, '280120513': 0, '32319828': 0, '62426694': 11.0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 5, '252017285': 2, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 9, '252017285': 2, '256201389': 0, '26110729': 41, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, 
27100.0, {'247379907': -91.0, '252017285': -29.0, '256201389': 0, '26110729': -420.0, '280120513': 0, '32319828': 0, '62426694': -17.0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 5, '252017285': 2, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 10, '252017285': 4, '256201389': 0, '26110729': 42, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 15}, 
27110.0, {'247379907': 461.0, '252017285': -57.0, '256201389': 0, '26110729': -420.0, '280120513': 0, '32319828': 0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': -150.0}, {'247379907': 4, '252017285': 6, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 6, '252017285': 8, '256201389': 0, '26110729': 42, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 15}, 
27120.0, {'247379907': -70.0, '252017285': 85.0, '256201389': 0, '26110729': -420.0, '280120513': -15.0, '32319828': 0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': 578.0}, {'247379907': 5, '252017285': 3, '256201389': 0, '26110729': 24, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 9, '252017285': 4, '256201389': 0, '26110729': 42, '280120513': 2, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 12}, 
27130.0, {'247379907': -128.0, '252017285': 25.0, '256201389': 0, '26110729': 580.0, '280120513': 15.0, '32319828': 0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 8, '252017285': 1, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 15, '252017285': 2, '256201389': 0, '26110729': 43, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 12}, 
27140.0, {'247379907': -167.0, '252017285': 72.0, '256201389': 0, '26110729': -430.0, '280120513': 0, '32319828': 0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 10, '252017285': 1, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 19, '252017285': 1, '256201389': 0, '26110729': 43, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 12}, 
27150.0, {'247379907': -213.0, '252017285': 13.0, '256201389': 0, '26110729': 203.0, '280120513': 0, '32319828': 0, '62426694': -40.0, 'cluster_1098574052_1098574061_247379905': -145.0}, {'247379907': 13, '252017285': 0, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 23, '252017285': 0, '256201389': 0, '26110729': 35, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 16}, 
27160.0, {'247379907': -254.0, '252017285': -1.0, '256201389': 0, '26110729': -350.0, '280120513': 0, '32319828': 0, '62426694': 159.0, 'cluster_1098574052_1098574061_247379905': -160.0}, {'247379907': 15, '252017285': 1, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 27, '252017285': 1, '256201389': 0, '26110729': 35, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 16}, 
27170.0, {'247379907': -299.0, '252017285': -17.0, '256201389': 0, '26110729': -350.0, '280120513': 0, '32319828': -4.0, '62426694': 20.0, 'cluster_1098574052_1098574061_247379905': -160.0}, {'247379907': 17, '252017285': 2, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 33, '252017285': 2, '256201389': 0, '26110729': 35, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, 
27180.0, {'247379907': 296.0, '252017285': 11.0, '256201389': 0, '26110729': -350.0, '280120513': 0, '32319828': -11.0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': 670.0}, {'247379907': 15, '252017285': 1, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 30, '252017285': 1, '256201389': 0, '26110729': 35, '280120513': 0, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 13}, 
27190.0, {'247379907': -324.0, '252017285': 7.0, '256201389': 0, '26110729': 302.0, '280120513': 0, '32319828': -27.0, '62426694': 9.0, 'cluster_1098574052_1098574061_247379905': -130.0}, {'247379907': 18, '252017285': 0, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 3, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 35, '252017285': 0, '256201389': 0, '26110729': 29, '280120513': 0, '32319828': 3, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, 
27200.0, {'247379907': -339.0, '252017285': -4.0, '256201389': 0, '26110729': 943.0, '280120513': 0, '32319828': -36.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 667.0}, {'247379907': 17, '252017285': 1, '256201389': 0, '26110729': 18, '280120513': 0, '32319828': 4, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 34, '252017285': 1, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 4, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, 
27210.0, {'247379907': -340.0, '252017285': 4.0, '256201389': 0, '26110729': -308.0, '280120513': 0, '32319828': -40.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -100.0}, {'247379907': 17, '252017285': 0, '256201389': 0, '26110729': 18, '280120513': 0, '32319828': 4, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 34, '252017285': 0, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 4, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, 
27220.0, {'247379907': -349.0, '252017285': 0, '256201389': 0, '26110729': -320.0, '280120513': 0, '32319828': 92.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -102.0}, {'247379907': 18, '252017285': 0, '256201389': 0, '26110729': 18, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 35, '252017285': 0, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
27230.0, {'247379907': -350.0, '252017285': 0, '256201389': 0, '26110729': 979.0, '280120513': 0, '32319828': 26.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -139.0}, {'247379907': 18, '252017285': 0, '256201389': 0, '26110729': 15, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 35, '252017285': 0, '256201389': 0, '26110729': 30, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
27240.0, {'247379907': -350.0, '252017285': -4.0, '256201389': 0, '26110729': 551.0, '280120513': 0, '32319828': -2.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 654.0}, {'247379907': 18, '252017285': 1, '256201389': 0, '26110729': 15, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 35, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 0, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
27250.0, {'247379907': 450.0, '252017285': 4.0, '256201389': 0, '26110729': 904.0, '280120513': -9.0, '32319828': -28.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 15, '252017285': 0, '256201389': 0, '26110729': 12, '280120513': 1, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 31, '252017285': 0, '256201389': 0, '26110729': 21, '280120513': 2, '32319828': 3, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
27260.0, {'247379907': -286.0, '252017285': 0, '256201389': 0, '26110729': 1943.0, '280120513': 9.0, '32319828': 30.0, '62426694': -8.0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 15, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 30, '252017285': 0, '256201389': 0, '26110729': 15, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, 
27270.0, {'247379907': -314.0, '252017285': 0, '256201389': 0, '26110729': 418.0, '280120513': -2.0, '32319828': 0, '62426694': 8.0, 'cluster_1098574052_1098574061_247379905': -136.0}, {'247379907': 15, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 32, '252017285': 0, '256201389': 0, '26110729': 9, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
27280.0, {'247379907': -345.0, '252017285': 0, '256201389': 0, '26110729': 121.0, '280120513': -14.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 624.0}, {'247379907': 15, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 36, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
27290.0, {'247379907': -361.0, '252017285': -7.0, '256201389': 0, '26110729': -60.0, '280120513': -29.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 607.0}, {'247379907': 15, '252017285': 1, '256201389': 0, '26110729': 6, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 37, '252017285': 2, '256201389': 0, '26110729': 6, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
27300.0, {'247379907': -370.0, '252017285': -20.0, '256201389': 0, '26110729': -60.0, '280120513': -30.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -60.0}, {'247379907': 15, '252017285': 1, '256201389': 0, '26110729': 6, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 37, '252017285': 2, '256201389': 0, '26110729': 6, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
27310.0, {'247379907': 728.0, '252017285': 27.0, '256201389': 0, '26110729': -62.0, '280120513': -30.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -80.0}, {'247379907': 12, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 30, '252017285': 0, '256201389': 0, '26110729': 7, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 11}, 
27320.0, {'247379907': -314.0, '252017285': -7.0, '256201389': 0, '26110729': -81.0, '280120513': -40.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -130.0}, {'247379907': 12, '252017285': 1, '256201389': 0, '26110729': 6, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 32, '252017285': 1, '256201389': 0, '26110729': 9, '280120513': 6, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
27330.0, {'247379907': -89.0, '252017285': -10.0, '256201389': 0, '26110729': -112.0, '280120513': 75.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 169.0}, {'247379907': 12, '252017285': 1, '256201389': 0, '26110729': 6, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 28, '252017285': 1, '256201389': 0, '26110729': 14, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
27340.0, {'247379907': -142.0, '252017285': -11.0, '256201389': 0, '26110729': -72.0, '280120513': -38.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 12, '252017285': 2, '256201389': 0, '26110729': 6, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 26, '252017285': 2, '256201389': 0, '26110729': 11, '280120513': 5, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
27350.0, {'247379907': 987.0, '252017285': -25.0, '256201389': 0, '26110729': -119.0, '280120513': 46.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 9, '252017285': 3, '256201389': 0, '26110729': 6, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 19, '252017285': 3, '256201389': 0, '26110729': 12, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
27360.0, {'247379907': -197.0, '252017285': 53.0, '256201389': 0, '26110729': -147.0, '280120513': 62.0, '32319828': 0, '62426694': -3.0, 'cluster_1098574052_1098574061_247379905': 148.0}, {'247379907': 9, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 21, '252017285': 0, '256201389': 0, '26110729': 15, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, 
27370.0, {'247379907': -214.0, '252017285': -12.0, '256201389': 0, '26110729': -160.0, '280120513': 0, '32319828': 0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': -52.0}, {'247379907': 9, '252017285': 2, '256201389': 0, '26110729': 6, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 22, '252017285': 2, '256201389': 0, '26110729': 17, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, 
27380.0, {'247379907': -220.0, '252017285': 12.0, '256201389': 0, '26110729': -180.0, '280120513': 0, '32319828': 0, '62426694': -15.0, 'cluster_1098574052_1098574061_247379905': -110.0}, {'247379907': 9, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 22, '252017285': 0, '256201389': 0, '26110729': 18, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 11}, 
27390.0, {'247379907': -220.0, '252017285': -14.0, '256201389': 0, '26110729': 1319.0, '280120513': 0, '32319828': -5.0, '62426694': 27.0, 'cluster_1098574052_1098574061_247379905': 112.0}, {'247379907': 9, '252017285': 2, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 22, '252017285': 2, '256201389': 0, '26110729': 13, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, 
27400.0, {'247379907': 1284.0, '252017285': -39.0, '256201389': 0, '26110729': 3.0, '280120513': 0, '32319828': -20.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 293.0}, {'247379907': 6, '252017285': 4, '256201389': 0, '26110729': 3, '280120513': 0, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 15, '252017285': 6, '256201389': 0, '26110729': 11, '280120513': 0, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, 
27410.0, {'247379907': 65.0, '252017285': -68.0, '256201389': 0, '26110729': 226.0, '280120513': -10.0, '32319828': 25.0, '62426694': -5.0, 'cluster_1098574052_1098574061_247379905': -15.0}, {'247379907': 5, '252017285': 5, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 19, '252017285': 7, '256201389': 0, '26110729': 4, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, 
27420.0, {'247379907': 1301.0, '252017285': -87.0, '256201389': 0, '26110729': -40.0, '280120513': -10.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': 77.0}, {'247379907': 5, '252017285': 8, '256201389': 0, '26110729': 3, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 12, '252017285': 10, '256201389': 0, '26110729': 4, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, 
27430.0, {'247379907': 825.0, '252017285': 67.0, '256201389': 0, '26110729': 1215.0, '280120513': 20.0, '32319828': 0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -102.0}, {'247379907': 7, '252017285': 5, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 11, '252017285': 6, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, 
27440.0, {'247379907': -110.0, '252017285': -71.0, '256201389': 0, '26110729': -14.0, '280120513': 0, '32319828': 0, '62426694': -11.0, 'cluster_1098574052_1098574061_247379905': -18.0}, {'247379907': 7, '252017285': 5, '256201389': 0, '26110729': 2, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 11, '252017285': 8, '256201389': 0, '26110729': 5, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 13}, 
27450.0, {'247379907': 498.0, '252017285': -88.0, '256201389': 0, '26110729': -83.0, '280120513': -9.0, '32319828': 0, '62426694': 25.0, 'cluster_1098574052_1098574061_247379905': -154.0}, {'247379907': 4, '252017285': 6, '256201389': 0, '26110729': 4, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 7, '252017285': 9, '256201389': 0, '26110729': 10, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 17}, 
27460.0, {'247379907': -53.0, '252017285': 141.0, '256201389': 0, '26110729': -57.0, '280120513': -10.0, '32319828': 0, '62426694': 11.0, 'cluster_1098574052_1098574061_247379905': -119.0}, {'247379907': 4, '252017285': 3, '256201389': 0, '26110729': 4, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 6, '252017285': 5, '256201389': 0, '26110729': 8, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
27470.0, {'247379907': 151.0, '252017285': 127.0, '256201389': 0, '26110729': -94.0, '280120513': 19.0, '32319828': -4.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -159.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 7, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 12, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, 
27480.0, {'247379907': 4.0, '252017285': 16.0, '256201389': 0, '26110729': 124.0, '280120513': 0, '32319828': -11.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -156.0}, {'247379907': 4, '252017285': 2, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 5, '252017285': 2, '256201389': 0, '26110729': 6, '280120513': 0, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 17}, 
27490.0, {'247379907': -74.0, '252017285': -20.0, '256201389': 0, '26110729': -64.0, '280120513': 0, '32319828': -26.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -176.0}, {'247379907': 10, '252017285': 2, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 10, '252017285': 2, '256201389': 0, '26110729': 7, '280120513': 0, '32319828': 3, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, 
27500.0, {'247379907': -110.0, '252017285': 36.0, '256201389': -3.0, '26110729': -88.0, '280120513': 0, '32319828': -40.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -152.0}, {'247379907': 11, '252017285': 0, '256201389': 1, '26110729': 5, '280120513': 0, '32319828': 3, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 11, '252017285': 0, '256201389': 1, '26110729': 9, '280120513': 0, '32319828': 5, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 17}, 
27510.0, {'247379907': -127.0, '252017285': 0, '256201389': -10.0, '26110729': -112.0, '280120513': 0, '32319828': 65.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 270.0}, {'247379907': 11, '252017285': 0, '256201389': 1, '26110729': 5, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 15, '252017285': 0, '256201389': 1, '26110729': 12, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
27520.0, {'247379907': -159.0, '252017285': 0, '256201389': 13.0, '26110729': -127.0, '280120513': 0, '32319828': 11.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 419.0}, {'247379907': 11, '252017285': 0, '256201389': 0, '26110729': 5, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 16, '252017285': 0, '256201389': 0, '26110729': 13, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
27530.0, {'247379907': 111.0, '252017285': -8.0, '256201389': 0, '26110729': -123.0, '280120513': -11.0, '32319828': -10.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -118.0}, {'247379907': 9, '252017285': 1, '256201389': 0, '26110729': 5, '280120513': 1, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 11, '252017285': 1, '256201389': 0, '26110729': 14, '280120513': 2, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, 
