25210.0, {'247379907': 87367.0, '252017285': 41.0, '256201389': 0, '26110729': 1507.0, '280120513': 5.0, '32319828': 13.0, '62426694': 18.0, 'cluster_1098574052_1098574061_247379905': 73.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 0}, 
27020.0, {'247379907': -234.0, '252017285': -3.0, '256201389': 0, '26110729': -250.0, '280120513': -17.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -14.0}, {'247379907': 14, '252017285': 2, '256201389': 0, '26110729': 23, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 29, '252017285': 2, '256201389': 0, '26110729': 25, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
27030.0, {'247379907': -290.0, '252017285': -20.0, '256201389': 0, '26110729': -250.0, '280120513': -4.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 56.0}, {'247379907': 14, '252017285': 2, '256201389': 0, '26110729': 23, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 29, '252017285': 2, '256201389': 0, '26110729': 25, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, 
27040.0, {'247379907': -296.0, '252017285': 30.0, '256201389': 0, '26110729': -256.0, '280120513': 21.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -33.0}, {'247379907': 14, '252017285': 2, '256201389': 0, '26110729': 23, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 30, '252017285': 2, '256201389': 0, '26110729': 26, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, 
27050.0, {'247379907': -309.0, '252017285': 12.0, '256201389': 0, '26110729': 1276.0, '280120513': -1.0, '32319828': -12.0, '62426694': -3.0, 'cluster_1098574052_1098574061_247379905': 34.0}, {'247379907': 15, '252017285': 0, '256201389': 0, '26110729': 20, '280120513': 1, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 32, '252017285': 0, '256201389': 0, '26110729': 23, '280120513': 1, '32319828': 2, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 8}, 
27060.0, {'247379907': -300.0, '252017285': 0, '256201389': 0, '26110729': -206.0, '280120513': 1.0, '32319828': -20.0, '62426694': -16.0, 'cluster_1098574052_1098574061_247379905': -82.0}, {'247379907': 15, '252017285': 0, '256201389': 0, '26110729': 20, '280120513': 0, '32319828': 2, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 7}, {'247379907': 32, '252017285': 0, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 2, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 9}, 
27070.0, {'247379907': 762.0, '252017285': -19.0, '256201389': 0, '26110729': 143.0, '280120513': 0, '32319828': -20.0, '62426694': -29.0, 'cluster_1098574052_1098574061_247379905': 24.0}, {'247379907': 12, '252017285': 2, '256201389': 0, '26110729': 19, '280120513': 0, '32319828': 2, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 24, '252017285': 3, '256201389': 0, '26110729': 21, '280120513': 0, '32319828': 2, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 11}, 
27080.0, {'247379907': -92.0, '252017285': 19.0, '256201389': 0, '26110729': -151.0, '280120513': 0, '32319828': -43.0, '62426694': 36.0, 'cluster_1098574052_1098574061_247379905': 41.0}, {'247379907': 12, '252017285': 0, '256201389': 0, '26110729': 19, '280120513': 0, '32319828': 6, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 23, '252017285': 0, '256201389': 0, '26110729': 19, '280120513': 0, '32319828': 6, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 5}, 
27090.0, {'247379907': -235.0, '252017285': -1.0, '256201389': 0, '26110729': -203.0, '280120513': 0, '32319828': 78.0, '62426694': -16.0, 'cluster_1098574052_1098574061_247379905': -50.0}, {'247379907': 12, '252017285': 1, '256201389': 0, '26110729': 19, '280120513': 0, '32319828': 1, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 24, '252017285': 1, '256201389': 0, '26110729': 23, '280120513': 0, '32319828': 1, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 5}, 
27100.0, {'247379907': -259.0, '252017285': -1.0, '256201389': 0, '26110729': 837.0, '280120513': -7.0, '32319828': 17.0, '62426694': 20.0, 'cluster_1098574052_1098574061_247379905': -90.0}, {'247379907': 13, '252017285': 1, '256201389': 0, '26110729': 16, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 28, '252017285': 1, '256201389': 0, '26110729': 24, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, 
27110.0, {'247379907': 674.0, '252017285': -24.0, '256201389': 0, '26110729': -264.0, '280120513': 7.0, '32319828': -1.0, '62426694': 8.0, 'cluster_1098574052_1098574061_247379905': -152.0}, {'247379907': 12, '252017285': 3, '256201389': 0, '26110729': 16, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 27, '252017285': 3, '256201389': 0, '26110729': 28, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, 
27120.0, {'247379907': -279.0, '252017285': -30.0, '256201389': 0, '26110729': -89.0, '280120513': -6.0, '32319828': -10.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -180.0}, {'247379907': 13, '252017285': 3, '256201389': 0, '26110729': 16, '280120513': 1, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 29, '252017285': 3, '256201389': 0, '26110729': 22, '280120513': 1, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, 
27130.0, {'247379907': 15.0, '252017285': 56.0, '256201389': 0, '26110729': 954.0, '280120513': -20.0, '32319828': 11.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -180.0}, {'247379907': 13, '252017285': 0, '256201389': 0, '26110729': 13, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 27, '252017285': 0, '256201389': 0, '26110729': 22, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, 
27140.0, {'247379907': -299.0, '252017285': -14.0, '256201389': 0, '26110729': 1627.0, '280120513': 26.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -180.0}, {'247379907': 18, '252017285': 2, '256201389': 0, '26110729': 8, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 35, '252017285': 2, '256201389': 0, '26110729': 18, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, 
27150.0, {'247379907': 599.0, '252017285': -21.0, '256201389': 0, '26110729': 445.0, '280120513': -1.0, '32319828': -7.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -180.0}, {'247379907': 15, '252017285': 3, '256201389': 0, '26110729': 7, '280120513': 1, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 34, '252017285': 3, '256201389': 0, '26110729': 11, '280120513': 1, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, 
27160.0, {'247379907': -374.0, '252017285': -39.0, '256201389': 0, '26110729': -110.0, '280120513': 1.0, '32319828': -10.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -180.0}, {'247379907': 19, '252017285': 4, '256201389': 0, '26110729': 7, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 42, '252017285': 4, '256201389': 0, '26110729': 11, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, 
27170.0, {'247379907': -416.0, '252017285': 55.0, '256201389': 0, '26110729': -127.0, '280120513': 0, '32319828': -10.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -180.0}, {'247379907': 18, '252017285': 1, '256201389': 0, '26110729': 7, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 44, '252017285': 1, '256201389': 0, '26110729': 17, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, 
27180.0, {'247379907': 598.0, '252017285': -10.0, '256201389': 0, '26110729': 61.0, '280120513': 0, '32319828': -10.0, '62426694': -10.0, 'cluster_1098574052_1098574061_247379905': -180.0}, {'247379907': 16, '252017285': 1, '256201389': 0, '26110729': 7, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 39, '252017285': 1, '256201389': 0, '26110729': 11, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 18}, 
27190.0, {'247379907': -457.0, '252017285': -10.0, '256201389': 0, '26110729': 1030.0, '280120513': 0, '32319828': -19.0, '62426694': 10.0, 'cluster_1098574052_1098574061_247379905': -180.0}, {'247379907': 21, '252017285': 1, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 3, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, {'247379907': 49, '252017285': 1, '256201389': 0, '26110729': 8, '280120513': 0, '32319828': 3, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, 
27200.0, {'247379907': 273.0, '252017285': 39.0, '256201389': 0, '26110729': -53.0, '280120513': 0, '32319828': -39.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 214.0}, {'247379907': 18, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 4, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 13}, {'247379907': 42, '252017285': 0, '256201389': 0, '26110729': 10, '280120513': 0, '32319828': 4, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
27210.0, {'247379907': -420.0, '252017285': -6.0, '256201389': 0, '26110729': 824.0, '280120513': 0, '32319828': 76.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 437.0}, {'247379907': 18, '252017285': 2, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 42, '252017285': 2, '256201389': 0, '26110729': 8, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, 
27220.0, {'247379907': -420.0, '252017285': 6.0, '256201389': 0, '26110729': -106.0, '280120513': 0, '32319828': 19.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -100.0}, {'247379907': 18, '252017285': 0, '256201389': 0, '26110729': 7, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 8}, {'247379907': 42, '252017285': 0, '256201389': 0, '26110729': 13, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, 
27230.0, {'247379907': -422.0, '252017285': -7.0, '256201389': 0, '26110729': -144.0, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 289.0}, {'247379907': 18, '252017285': 1, '256201389': 0, '26110729': 7, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 43, '252017285': 1, '256201389': 0, '26110729': 15, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 10}, 
27240.0, {'247379907': -430.0, '252017285': 7.0, '256201389': 0, '26110729': 182.0, '280120513': -10.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -140.0}, {'247379907': 18, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 43, '252017285': 0, '256201389': 0, '26110729': 10, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, 
27250.0, {'247379907': 318.0, '252017285': 0, '256201389': 0, '26110729': 240.0, '280120513': -10.0, '32319828': -19.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -154.0}, {'247379907': 15, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 1, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 38, '252017285': 0, '256201389': 0, '26110729': 8, '280120513': 1, '32319828': 2, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, 
27260.0, {'247379907': 786.0, '252017285': 0, '256201389': 0, '26110729': 202.0, '280120513': -10.0, '32319828': 19.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -160.0}, {'247379907': 10, '252017285': 0, '256201389': 0, '26110729': 1, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 29, '252017285': 0, '256201389': 0, '26110729': 2, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 16}, 
27270.0, {'247379907': 507.0, '252017285': 0, '256201389': 0, '26110729': 15.0, '280120513': 30.0, '32319828': 0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': 352.0}, {'247379907': 9, '252017285': 0, '256201389': 0, '26110729': 4, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 22, '252017285': 0, '256201389': 0, '26110729': 6, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 13}, 
27280.0, {'247379907': 123.0, '252017285': -2.0, '256201389': 0, '26110729': -111.0, '280120513': -2.0, '32319828': 0, '62426694': 5.0, 'cluster_1098574052_1098574061_247379905': -96.0}, {'247379907': 9, '252017285': 1, '256201389': 0, '26110729': 8, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 21, '252017285': 1, '256201389': 0, '26110729': 16, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, 
27290.0, {'247379907': 550.0, '252017285': 2.0, '256201389': 0, '26110729': -205.0, '280120513': -12.0, '32319828': 0, '62426694': 4.0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 12, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 19, '252017285': 0, '256201389': 0, '26110729': 25, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
27300.0, {'247379907': 941.0, '252017285': 0, '256201389': 0, '26110729': -253.0, '280120513': -20.0, '32319828': 0, '62426694': -6.0, 'cluster_1098574052_1098574061_247379905': 444.0}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 13, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 10, '252017285': 0, '256201389': 0, '26110729': 27, '280120513': 2, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, 
27310.0, {'247379907': 493.0, '252017285': 0, '256201389': 0, '26110729': 75.0, '280120513': 12.0, '32319828': 0, '62426694': 6.0, 'cluster_1098574052_1098574061_247379905': -120.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 14, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 7, '252017285': 0, '256201389': 0, '26110729': 25, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
27320.0, {'247379907': -52.0, '252017285': -2.0, '256201389': 0, '26110729': -288.0, '280120513': -14.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 400.0}, {'247379907': 5, '252017285': 1, '256201389': 0, '26110729': 16, '280120513': 1, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 8, '252017285': 1, '256201389': 0, '26110729': 32, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 9}, 
27330.0, {'247379907': 41.0, '252017285': -10.0, '256201389': 0, '26110729': -325.0, '280120513': 10.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 407.0}, {'247379907': 2, '252017285': 1, '256201389': 0, '26110729': 16, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, {'247379907': 7, '252017285': 1, '256201389': 0, '26110729': 33, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 4}, 
27340.0, {'247379907': -77.0, '252017285': -13.0, '256201389': 0, '26110729': 77.0, '280120513': -30.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 66.0}, {'247379907': 3, '252017285': 2, '256201389': 0, '26110729': 15, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 8, '252017285': 2, '256201389': 0, '26110729': 31, '280120513': 3, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 3}, 
27350.0, {'247379907': -80.0, '252017285': -24.0, '256201389': 0, '26110729': -305.0, '280120513': -33.0, '32319828': 0, '62426694': -7.0, 'cluster_1098574052_1098574061_247379905': 135.0}, {'247379907': 3, '252017285': 3, '256201389': 0, '26110729': 17, '280120513': 3, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 8, '252017285': 3, '256201389': 0, '26110729': 33, '280120513': 4, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, 
27360.0, {'247379907': 21.0, '252017285': -43.0, '256201389': 0, '26110729': -350.0, '280120513': 68.0, '32319828': 0, '62426694': 7.0, 'cluster_1098574052_1098574061_247379905': -16.0}, {'247379907': 3, '252017285': 4, '256201389': 0, '26110729': 17, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, {'247379907': 7, '252017285': 5, '256201389': 0, '26110729': 35, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 2}, 
27370.0, {'247379907': -72.0, '252017285': 74.0, '256201389': 0, '26110729': -353.0, '280120513': 21.0, '32319828': 0, '62426694': -3.0, 'cluster_1098574052_1098574061_247379905': -4.0}, {'247379907': 3, '252017285': 1, '256201389': 0, '26110729': 18, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, {'247379907': 8, '252017285': 1, '256201389': 0, '26110729': 37, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 3}, 
27380.0, {'247379907': 403.0, '252017285': 14.0, '256201389': 0, '26110729': 243.0, '280120513': 0, '32319828': 0, '62426694': -13.0, 'cluster_1098574052_1098574061_247379905': -64.0}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 15, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 1, '252017285': 1, '256201389': 0, '26110729': 32, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 9}, 
27390.0, {'247379907': 12.0, '252017285': 4.0, '256201389': 0, '26110729': -328.0, '280120513': 0, '32319828': -4.0, '62426694': 16.0, 'cluster_1098574052_1098574061_247379905': -41.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 15, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, 
27400.0, {'247379907': -6.0, '252017285': -7.0, '256201389': 0, '26110729': -330.0, '280120513': 0, '32319828': 4.0, '62426694': -3.0, 'cluster_1098574052_1098574061_247379905': -107.0}, {'247379907': 2, '252017285': 2, '256201389': 0, '26110729': 15, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 3, '252017285': 2, '256201389': 0, '26110729': 33, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 11}, 
27410.0, {'247379907': -38.0, '252017285': 7.0, '256201389': 0, '26110729': -345.0, '280120513': 0, '32319828': 0, '62426694': -36.0, 'cluster_1098574052_1098574061_247379905': -122.0}, {'247379907': 4, '252017285': 0, '256201389': 0, '26110729': 15, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 11}, {'247379907': 5, '252017285': 0, '256201389': 0, '26110729': 36, '280120513': 0, '32319828': 0, '62426694': 4, 'cluster_1098574052_1098574061_247379905': 13}, 
27420.0, {'247379907': 27.0, '252017285': 0, '256201389': 0, '26110729': -364.0, '280120513': 0, '32319828': 0, '62426694': 18.0, 'cluster_1098574052_1098574061_247379905': 10.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 15, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 38, '280120513': 0, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, 
27430.0, {'247379907': 17.0, '252017285': -6.0, '256201389': 0, '26110729': 484.0, '280120513': 0, '32319828': -1.0, '62426694': -19.0, 'cluster_1098574052_1098574061_247379905': 187.0}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 13, '280120513': 0, '32319828': 1, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 0, '252017285': 1, '256201389': 0, '26110729': 37, '280120513': 0, '32319828': 1, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 6}, 
27440.0, {'247379907': 0, '252017285': 6.0, '256201389': 0, '26110729': -392.0, '280120513': 0, '32319828': 1.0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': -60.0}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 14, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 6}, {'247379907': 0, '252017285': 0, '256201389': 0, '26110729': 43, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 6}, 
27450.0, {'247379907': -5.0, '252017285': 0, '256201389': 0, '26110729': 419.0, '280120513': 0, '32319828': 0, '62426694': -30.0, 'cluster_1098574052_1098574061_247379905': -77.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 11, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 10}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 38, '280120513': 0, '32319828': 0, '62426694': 3, 'cluster_1098574052_1098574061_247379905': 10}, 
27460.0, {'247379907': -10.0, '252017285': 0, '256201389': 0, '26110729': -392.0, '280120513': 0, '32319828': 0, '62426694': -43.0, 'cluster_1098574052_1098574061_247379905': -134.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 13, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 40, '280120513': 0, '32319828': 0, '62426694': 5, 'cluster_1098574052_1098574061_247379905': 15}, 
27470.0, {'247379907': -11.0, '252017285': 0, '256201389': 0, '26110729': -413.0, '280120513': 0, '32319828': 0, '62426694': 54.0, 'cluster_1098574052_1098574061_247379905': -152.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 14, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 42, '280120513': 0, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 16}, 
27480.0, {'247379907': -20.0, '252017285': 0, '256201389': 0, '26110729': -428.0, '280120513': 0, '32319828': -1.0, '62426694': 89.0, 'cluster_1098574052_1098574061_247379905': -171.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 14, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 43, '280120513': 0, '32319828': 1, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 18}, 
27490.0, {'247379907': -20.0, '252017285': 0, '256201389': 0, '26110729': -430.0, '280120513': -6.0, '32319828': 1.0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': -187.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 14, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 15}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 43, '280120513': 2, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 20}, 
27500.0, {'247379907': -20.0, '252017285': 0, '256201389': 0, '26110729': -438.0, '280120513': 6.0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 203.0}, {'247379907': 1, '252017285': 0, '256201389': 0, '26110729': 16, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 46, '280120513': 0, '32319828': 0, '62426694': 0, 'cluster_1098574052_1098574061_247379905': 14}, 
27510.0, {'247379907': -35.0, '252017285': 0, '256201389': 0, '26110729': 515.0, '280120513': -5.0, '32319828': 0, '62426694': -5.0, 'cluster_1098574052_1098574061_247379905': -144.0}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 19, '280120513': 1, '32319828': 0, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 12}, {'247379907': 6, '252017285': 0, '256201389': 0, '26110729': 44, '280120513': 1, '32319828': 0, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 15}, 
27520.0, {'247379907': -21.0, '252017285': 0, '256201389': 0, '26110729': -449.0, '280120513': 5.0, '32319828': -8.0, '62426694': -9.0, 'cluster_1098574052_1098574061_247379905': 256.0}, {'247379907': 2, '252017285': 0, '256201389': 0, '26110729': 19, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 3, '252017285': 0, '256201389': 0, '26110729': 47, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, 
27530.0, {'247379907': -43.0, '252017285': 0, '256201389': -5.0, '26110729': 384.0, '280120513': 0, '32319828': -10.0, '62426694': -11.0, 'cluster_1098574052_1098574061_247379905': -96.0}, {'247379907': 2, '252017285': 0, '256201389': 1, '26110729': 17, '280120513': 0, '32319828': 1, '62426694': 1, 'cluster_1098574052_1098574061_247379905': 9}, {'247379907': 5, '252017285': 0, '256201389': 1, '26110729': 43, '280120513': 0, '32319828': 1, '62426694': 2, 'cluster_1098574052_1098574061_247379905': 12}, 
